Car [id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799 ]
Car [id=5094, brand=Maruti, model=Alto, varient=800 VXI, year=2016, drivenKilometers=19176, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=287399 ]
Car [id=5095, brand=Maruti, model=Wagon, varient=R 1.0 LXI CNG, year=2015, drivenKilometers=22799, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=356799 ]
Car [id=5097, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2015, drivenKilometers=27969, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=498699 ]
Car [id=5098, brand=Hyundai, model=Eon, varient=ERA PLUS, year=2018, drivenKilometers=15091, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=342199 ]
Car [id=5099, brand=Hyundai, model=i10, varient=MAGNA 1.2, year=2010, drivenKilometers=49048, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=192699 ]
Car [id=5100, brand=Maruti, model=IGNIS, varient=DELTA 1.2 K12, year=2017, drivenKilometers=16617, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=492399 ]
Car [id=5101, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=45103, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=249599 ]
Car [id=5102, brand=Maruti, model=Swift, varient=VXI, year=2015, drivenKilometers=24765, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=434299 ]
Car [id=5103, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2013, drivenKilometers=24065, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=312999 ]
Car [id=5104, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2012, drivenKilometers=40091, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=291999 ]
Car [id=5105, brand=Hyundai, model=i10, varient=MAGNA 1.1 IRDE2, year=2014, drivenKilometers=13068, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=364199 ]
Car [id=5106, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2014, drivenKilometers=11617, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=371699 ]
Car [id=5107, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=45481, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=262499 ]
Car [id=5109, brand=Honda, model=Brio, varient=1.2 S MT I VTEC, year=2012, drivenKilometers=42049, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=319099 ]
Car [id=5110, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=40256, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=249399 ]
Car [id=5114, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=26848, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=235999 ]
Car [id=5115, brand=Hyundai, model=i20, varient=ASTA 1.2, year=2010, drivenKilometers=38204, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=259099 ]
Car [id=5116, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2015, drivenKilometers=30131, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=334799 ]
Car [id=5117, brand=Honda, model=Jazz, varient=1.2 BASE I VTEC, year=2010, drivenKilometers=43651, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=277999 ]
Car [id=5119, brand=Hyundai, model=i20, varient=MAGNA O 1.2, year=2011, drivenKilometers=57024, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=301399 ]
Car [id=5120, brand=Hyundai, model=i10, varient=SPORTZ 1.2 KAPPA2, year=2012, drivenKilometers=43366, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=286899 ]
Car [id=5121, brand=Maruti, model=Celerio, varient=VXI, year=2014, drivenKilometers=38138, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=377999 ]
Car [id=5122, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2013, drivenKilometers=17781, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=302399 ]
Car [id=5124, brand=Ford, model=Figo, varient=1.4 TITANIUM DURATORQ, year=2012, drivenKilometers=47800, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=298799 ]
Car [id=5125, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2012, drivenKilometers=39357, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=280799 ]
Car [id=5128, brand=Hyundai, model=Grand, varient=i10 SPORTS 1.2 VTVT, year=2014, drivenKilometers=25150, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=403299 ]
Car [id=5129, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=14245, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=283499 ]
Car [id=5131, brand=Maruti, model=Swift, varient=ZXI, year=2012, drivenKilometers=50581, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=406299 ]
Car [id=5132, brand=Hyundai, model=i20, varient=ASTA 1.2, year=2014, drivenKilometers=33778, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=506799 ]
Car [id=5134, brand=Renault, model=Kwid, varient=1.0 RXT, year=2017, drivenKilometers=29693, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=310899 ]
Car [id=5135, brand=Maruti, model=Baleno, varient=DELTA 1.2 K12, year=2016, drivenKilometers=21402, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=556099 ]
Car [id=5136, brand=Hyundai, model=i10, varient=MAGNA 1.1 IRDE2, year=2016, drivenKilometers=12479, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=356899 ]
Car [id=5139, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2017, drivenKilometers=17971, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=418499 ]
Car [id=5142, brand=Renault, model=Kwid, varient=1.0 RXT, year=2017, drivenKilometers=21416, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=319399 ]
Car [id=5143, brand=Maruti, model=Wagon, varient=R VXI, year=2010, drivenKilometers=49949, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=195199 ]
Car [id=5144, brand=Maruti, model=Swift, varient=LXI, year=2011, drivenKilometers=58306, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=336799 ]
Car [id=5146, brand=Hyundai, model=i20, varient=MAGNA O 1.2, year=2013, drivenKilometers=33023, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=316199 ]
Car [id=5147, brand=Hyundai, model=Elite, varient=i20 ASTA 1.2, year=2017, drivenKilometers=7922, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=680099 ]
Car [id=5148, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2011, drivenKilometers=63784, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=234899 ]
Car [id=5149, brand=Maruti, model=Swift, varient=ZXI, year=2014, drivenKilometers=43085, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=477399 ]
Car [id=5152, brand=Maruti, model=IGNIS, varient=ZETA 1.2 K12 AMT, year=2017, drivenKilometers=19561, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=551199 ]
Car [id=5153, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2013, drivenKilometers=17240, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=297999 ]
Car [id=5154, brand=Renault, model=Kwid, varient=RXT, year=2016, drivenKilometers=43635, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=311099 ]
Car [id=5155, brand=Hyundai, model=Grand, varient=i10 SPORTS 1.2 VTVT, year=2017, drivenKilometers=27887, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=477099 ]
Car [id=5157, brand=Honda, model=Brio, varient=1.2 S MT I VTEC, year=2012, drivenKilometers=62257, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=334299 ]
Car [id=5158, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=45448, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=315199 ]
Car [id=5159, brand=Maruti, model=IGNIS, varient=DELTA 1.2 K12, year=2017, drivenKilometers=24800, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=472299 ]
Car [id=5161, brand=Volkswagen, model=Polo, varient=HIGHLINE1.2L PETROL, year=2015, drivenKilometers=46554, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=418099 ]
Car [id=5162, brand=Hyundai, model=i10, varient=MAGNA 1.2, year=2010, drivenKilometers=31298, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=231899 ]
Car [id=5165, brand=Hyundai, model=Grand, varient=i10 SPORTZ 1.1 CRDI, year=2015, drivenKilometers=46332, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=409899 ]
Car [id=5166, brand=Maruti, model=Swift, varient=VDI, year=2011, drivenKilometers=66356, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=366099 ]
Car [id=5168, brand=Hyundai, model=i20, varient=SPORTZ 1.2 VTVT, year=2012, drivenKilometers=38696, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=434699 ]
Car [id=5171, brand=Maruti, model=Baleno, varient=ZETA 1.2 K12, year=2016, drivenKilometers=50022, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=598499 ]
Car [id=5172, brand=Maruti, model=Wagon, varient=R 1.0 LXI CNG, year=2017, drivenKilometers=42385, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=414199 ]
Car [id=5174, brand=Maruti, model=Baleno, varient=DELTA 1.2 K12, year=2016, drivenKilometers=10229, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=540699 ]
Car [id=5175, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2011, drivenKilometers=70662, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=264399 ]
Car [id=5176, brand=Hyundai, model=i20, varient=SPORTZ 1.2 O, year=2010, drivenKilometers=66898, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=263599 ]
Car [id=5178, brand=Maruti, model=Baleno, varient=DELTA 1.2 K12, year=2016, drivenKilometers=20909, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=533099 ]
Car [id=5180, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2012, drivenKilometers=44874, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=284399 ]
Car [id=5183, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2011, drivenKilometers=69729, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=262899 ]
Car [id=5184, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2014, drivenKilometers=56827, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=319499 ]
Car [id=5185, brand=Hyundai, model=Elite, varient=i20 SPORTZ (O) 1.2, year=2014, drivenKilometers=49596, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=472199 ]
Car [id=5186, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=59578, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=198199 ]
Car [id=5188, brand=Maruti, model=Alto, varient=800 VXI, year=2018, drivenKilometers=4343, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=349699 ]
Car [id=5189, brand=Maruti, model=Baleno, varient=DELTA 1.2 K12, year=2016, drivenKilometers=35702, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=522199 ]
Car [id=5190, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2017, drivenKilometers=23132, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=566199 ]
Car [id=5191, brand=Datsun, model=Go, varient=Plus T, year=2017, drivenKilometers=36625, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=365699 ]
Car [id=5192, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2016, drivenKilometers=42507, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=506599 ]
Car [id=5193, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2015, drivenKilometers=48546, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=342899 ]
Car [id=5195, brand=Maruti, model=IGNIS, varient=DELTA 1.2 K12, year=2017, drivenKilometers=29912, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=431399 ]
Car [id=5198, brand=Hyundai, model=Grand, varient=i10 1.2 Sportz at, year=2019, drivenKilometers=11750, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=628399 ]
Car [id=5199, brand=Renault, model=Kwid, varient=RXT Opt, year=2016, drivenKilometers=44225, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=293399 ]
Car [id=5200, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2017, drivenKilometers=21304, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=592099 ]
Car [id=5205, brand=Hyundai, model=i20, varient=MAGNA 1.2 VTVT, year=2010, drivenKilometers=73673, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=252299 ]
Car [id=5206, brand=Maruti, model=IGNIS, varient=ZETA 1.2 K12 AMT, year=2019, drivenKilometers=12978, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=561899 ]
Car [id=5208, brand=Maruti, model=Baleno, varient=DELTA 1.2 K12, year=2016, drivenKilometers=32919, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=495699 ]
Car [id=5209, brand=Hyundai, model=Elite, varient=i20 ASTA 1.2, year=2017, drivenKilometers=22691, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=609699 ]
Car [id=5210, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2015, drivenKilometers=50561, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=320799 ]
Car [id=5211, brand=Maruti, model=Baleno, varient=ZETA 1.2 K12, year=2018, drivenKilometers=14395, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=609899 ]
Car [id=5212, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2015, drivenKilometers=54286, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=324499 ]
Car [id=5214, brand=Renault, model=Kwid, varient=RXT, year=2017, drivenKilometers=68429, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=292599 ]
Car [id=5218, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=87978, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=142099 ]
Car [id=5219, brand=Hyundai, model=i10, varient=MAGNA 1.2, year=2010, drivenKilometers=77289, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=204099 ]
Car [id=5220, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=63454, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=142499 ]
Car [id=5221, brand=Hyundai, model=Grand, varient=i10 SPORTZ (O) 1.2 AT VTVT, year=2017, drivenKilometers=85389, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=449199 ]
Car [id=5222, brand=Ford, model=Figo, varient=1.4 EXI DURATORQ, year=2014, drivenKilometers=40305, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=304699 ]
Car [id=5224, brand=Maruti, model=Baleno, varient=ZETA 1.2 K12 CVT, year=2016, drivenKilometers=41876, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=637999 ]
Car [id=5225, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2015, drivenKilometers=57827, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=296599 ]
Car [id=5226, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2011, drivenKilometers=65507, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=231299 ]
Car [id=5228, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=70050, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=221499 ]
Car [id=5229, brand=Hyundai, model=Elite, varient=i20 ASTA 1.2, year=2017, drivenKilometers=35045, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=567699 ]
Car [id=5230, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2017, drivenKilometers=51036, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=548299 ]
Car [id=5233, brand=Hyundai, model=Grand, varient=i10 SPORTS 1.2 VTVT, year=2016, drivenKilometers=53525, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=436299 ]
Car [id=5235, brand=Maruti, model=Swift, varient=VXI, year=2017, drivenKilometers=53059, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=491699 ]
Car [id=5236, brand=Honda, model=Brio, varient=1.2 S MT I VTEC, year=2013, drivenKilometers=68916, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=313199 ]
Car [id=5238, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=90961, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=213099 ]
Car [id=5239, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=82414, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=202499 ]
Car [id=5240, brand=Honda, model=Brio, varient=1.2 S MT I VTEC, year=2012, drivenKilometers=87755, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=258799 ]
Car [id=5241, brand=Maruti, model=Swift, varient=ZDI, year=2018, drivenKilometers=8087, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=758666 ]
Car [id=5242, brand=Honda, model=Jazz, varient=1.2 V AT, year=2017, drivenKilometers=60860, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=616999 ]
Car [id=5243, brand=Maruti, model=Swift, varient=VXI, year=2013, drivenKilometers=78705, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=347499 ]
Car [id=5244, brand=Maruti, model=Baleno, varient=RS 1.0 PETROL, year=2017, drivenKilometers=76274, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=520199 ]
Car [id=5246, brand=Toyota, model=Etios, varient=Liva GD, year=2014, drivenKilometers=86659, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=387399 ]
Car [id=5247, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2010, drivenKilometers=102987, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=248899 ]
Car [id=5248, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2013, drivenKilometers=89130, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=273399 ]
Car [id=5249, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2010, drivenKilometers=93112, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=212799 ]
Car [id=5250, brand=Honda, model=Jazz, varient=1.2 V AT, year=2016, drivenKilometers=87453, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=538599 ]
Car [id=5251, brand=Maruti, model=Swift, varient=VDI, year=2011, drivenKilometers=100554, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=323699 ]
Car [id=5252, brand=Maruti, model=Swift, varient=VXI, year=2012, drivenKilometers=94386, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=345899 ]
Car [id=5254, brand=Maruti, model=Baleno, varient=ALPHA DDIS 190, year=2016, drivenKilometers=81293, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=614899 ]
Car [id=5255, brand=Maruti, model=Wagon, varient=R LXI MINOR, year=2009, drivenKilometers=101196, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=173599 ]
Car [id=5256, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2010, drivenKilometers=155954, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=208999 ]
Car [id=5257, brand=Volkswagen, model=Polo, varient=HIGHLINE 1.6L PETROL, year=2011, drivenKilometers=105718, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=297199 ]
Car [id=5258, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=96691, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=380399 ]
Car [id=5263, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=87227, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=424399 ]
Car [id=5264, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2010, drivenKilometers=105978, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=224299 ]
Car [id=5265, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=123914, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=367499 ]
Car [id=5266, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=128399, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=369299 ]
Car [id=5267, brand=Maruti, model=Swift, varient=VDI, year=2011, drivenKilometers=175435, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=311799 ]
Car [id=5268, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2013, drivenKilometers=162053, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=288899 ]
Car [id=5269, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=113192, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=374399 ]
Car [id=5270, brand=Maruti, model=Swift, varient=ZDI, year=2014, drivenKilometers=143871, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=422599 ]
Car [id=5271, brand=Hyundai, model=Grand, varient=i10 SPORTZ 1.1 CRDI, year=2016, drivenKilometers=118349, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=395099 ]
Car [id=5272, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=5946, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=302399 ]
Car [id=5273, brand=Hyundai, model=Elite, varient=i20 MAGNA 1.2, year=2015, drivenKilometers=37800, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=454499 ]
Car [id=5274, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2014, drivenKilometers=39520, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=318499 ]
Car [id=5275, brand=Honda, model=Jazz, varient=1.2 BASE I VTEC, year=2010, drivenKilometers=59073, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=271799 ]
Car [id=5276, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=21933, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=327699 ]
Car [id=5277, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=15842, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=336599 ]
Car [id=5278, brand=Maruti, model=Swift, varient=VXI, year=2013, drivenKilometers=27753, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=344999 ]
Car [id=5279, brand=Maruti, model=Celerio, varient=VXI, year=2014, drivenKilometers=49339, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=361499 ]
Car [id=5280, brand=Volkswagen, model=Polo, varient=TRENDLINE 1.2L PETROL, year=2016, drivenKilometers=27651, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=453799 ]
Car [id=5281, brand=Maruti, model=Celerio, varient=VXI AMT, year=2015, drivenKilometers=3602, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=393699 ]
Car [id=5283, brand=Hyundai, model=Elite, varient=i20 ASTA 1.2, year=2015, drivenKilometers=39288, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=525599 ]
Car [id=5284, brand=Hyundai, model=i20, varient=SPORTZ 1.2 O, year=2010, drivenKilometers=13230, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=367999 ]
Car [id=5285, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2017, drivenKilometers=14300, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=601699 ]
Car [id=5286, brand=Maruti, model=Baleno, varient=ALPHA 1.2 K12 AMT, year=2020, drivenKilometers=3290, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=864199 ]
Car [id=5287, brand=Maruti, model=Swift, varient=VXI, year=2012, drivenKilometers=67065, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=353499 ]
Car [id=5288, brand=Maruti, model=Celerio, varient=VXI AMT, year=2014, drivenKilometers=25561, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=381899 ]
Car [id=5290, brand=Maruti, model=IGNIS, varient=DELTA 1.2 K12, year=2017, drivenKilometers=56998, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=449199 ]
Car [id=5292, brand=Maruti, model=Swift, varient=VXI, year=2010, drivenKilometers=57292, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=294699 ]
Car [id=5293, brand=Hyundai, model=i20, varient=SPORTZ 1.2 O, year=2010, drivenKilometers=44528, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=279340 ]
Car [id=5294, brand=Maruti, model=Wagon, varient=R LXI, year=2009, drivenKilometers=72047, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=188299 ]
Car [id=5295, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2012, drivenKilometers=72101, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=284699 ]
