id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799
id=3687, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=21933, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=327699
id=3688, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=15842, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=336599
id=3695, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=9833, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=316299
id=3765, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=62225, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=275000
id=3791, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2015, drivenKilometers=75355, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=265000
id=3793, brand=Maruti, model=Alto, varient=LXI CNG, year=2011, drivenKilometers=125299, fuel=Petrol + CNG, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=175000
id=3833, brand=Maruti, model=Alto, varient=800 LXI CNG OPT, year=2016, drivenKilometers=109625, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=230599
id=3851, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=46513, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=125000
id=3855, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=10523, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=327499
id=3859, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=12657, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=282099
id=3862, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2015, drivenKilometers=9013, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=349499
id=3868, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=29178, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=279599
id=3871, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=9503, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=266699
id=3878, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=22626, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=267699
id=3879, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=34408, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=280899
id=3880, brand=Maruti, model=Alto, varient=K10 LXI, year=2010, drivenKilometers=44143, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Mumbai, price=202499
id=3883, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=18680, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=256799
id=3892, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=43203, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=236299
id=3893, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=18780, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=304499
id=3897, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=17517, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=342899
id=3903, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=25943, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=312699
id=3905, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=27004, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=228599
id=3906, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=10490, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=261299
id=3909, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=37164, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=249699
id=3910, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=23826, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=225399
id=3913, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=4065, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=360699
id=3915, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=49990, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=222999
id=3920, brand=Maruti, model=Alto, varient=K10 VXI, year=2010, drivenKilometers=74680, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=168199
id=3921, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=7954, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=305399
id=3926, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=51085, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=258999
id=3927, brand=Maruti, model=Alto, varient=800 VXI, year=2017, drivenKilometers=5927, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=301999
id=3928, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=60402, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=259999
id=3939, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=30242, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=251799
id=3940, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=24653, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=155699
id=3944, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=20656, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=241199
id=3945, brand=Maruti, model=Alto, varient=LXI, year=2012, drivenKilometers=70555, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=180999
id=3954, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=44351, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=266499
id=3962, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2015, drivenKilometers=51776, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=293499
id=3971, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=53317, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=288699
id=3973, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=68273, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=141999
id=3981, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=76864, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=202499
id=4033, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=114574, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=270999
id=4038, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=14282, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=322399
id=4039, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=33699, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=282499
id=4045, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=22447, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=313999
id=4046, brand=Maruti, model=Alto, varient=800 VXI, year=2017, drivenKilometers=33832, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=340499
id=4057, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=31889, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=204499
id=4060, brand=Maruti, model=Alto, varient=800 VXI, year=2014, drivenKilometers=22538, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=235199
id=4065, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=12838, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=335699
id=4071, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=17570, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=294099
id=4079, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=3447, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=228899
id=4080, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=39622, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=155299
id=4081, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=16639, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=129399
id=4088, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=64268, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=138399
id=4089, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2018, drivenKilometers=13563, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=359299
id=4095, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2016, drivenKilometers=65486, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=292799
id=4107, brand=Maruti, model=Alto, varient=LXI, year=2007, drivenKilometers=62350, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=104499
id=4116, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2016, drivenKilometers=99124, fuel=Petrol + CNG, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=261899
id=4129, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2014, drivenKilometers=64504, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=250599
id=4775, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=10523, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=327499
id=4779, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=12657, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=282099
id=4782, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2015, drivenKilometers=9013, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=349499
id=4788, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=29178, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=279599
id=4791, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=9503, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=266699
id=4798, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=22626, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=267699
id=4799, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=34408, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=280899
id=4800, brand=Maruti, model=Alto, varient=K10 LXI, year=2010, drivenKilometers=44143, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Pune, price=202499
id=4803, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=18680, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=256799
id=4812, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=43203, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=236299
id=4813, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=18780, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=304499
id=4817, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=17517, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=342899
id=4823, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=25943, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=312699
id=4825, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=27004, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=228599
id=4826, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=10490, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=261299
id=4829, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=37164, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=249699
id=4830, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=23826, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=225399
id=4833, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=4065, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=360699
id=4835, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=49990, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=222999
id=4840, brand=Maruti, model=Alto, varient=K10 VXI, year=2010, drivenKilometers=74680, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=168199
id=4841, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=7954, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=305399
id=4846, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=51085, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=258999
id=4847, brand=Maruti, model=Alto, varient=800 VXI, year=2017, drivenKilometers=5927, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=301999
id=4848, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=60402, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=259999
id=4859, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=30242, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=251799
id=4860, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=24653, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=155699
id=4864, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=20656, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=241199
id=4865, brand=Maruti, model=Alto, varient=LXI, year=2012, drivenKilometers=70555, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=180999
id=4874, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=44351, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=266499
id=4882, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2015, drivenKilometers=51776, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=293499
id=4891, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=53317, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=288699
id=4893, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=68273, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=141999
id=4901, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=76864, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=202499
id=4908, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2016, drivenKilometers=99124, fuel=Petrol + CNG, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=261899
id=4954, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=114574, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=270999
id=4959, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=14282, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=322399
id=4960, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=33699, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=282499
id=4966, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=22447, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=313999
id=4967, brand=Maruti, model=Alto, varient=800 VXI, year=2017, drivenKilometers=33832, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=340499
id=4979, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=31889, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=204499
id=4982, brand=Maruti, model=Alto, varient=800 VXI, year=2014, drivenKilometers=22538, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=235199
id=4987, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=12838, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=335699
id=4993, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=17570, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=294099
id=5001, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=3447, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=228899
id=5002, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=39622, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=155299
id=5003, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=16639, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=129399
id=5010, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=64268, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=138399
id=5011, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2018, drivenKilometers=13563, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=359299
id=5017, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2016, drivenKilometers=65486, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=292799
id=5029, brand=Maruti, model=Alto, varient=LXI, year=2007, drivenKilometers=62350, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=104499
id=5050, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2014, drivenKilometers=64504, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=250599
id=5052, brand=Maruti, model=Alto, varient=800 VXI, year=2015, drivenKilometers=8322, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=282599
id=5055, brand=Maruti, model=Alto, varient=K10 VXI, year=2012, drivenKilometers=29067, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=165199
id=5062, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=13851, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=339699
id=5066, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=47057, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=196599
id=5068, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=36374, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=239399
id=5079, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=9742, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=200599
id=5086, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=3370, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=267199
id=5087, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=20192, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=294999
id=5088, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=15395, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=320199
id=5094, brand=Maruti, model=Alto, varient=800 VXI, year=2016, drivenKilometers=19176, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=287399
id=5101, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=45103, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=249599
id=5107, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=45481, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=262499
id=5110, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=40256, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=249399
id=5114, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=26848, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=235999
id=5129, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=14245, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=283499
id=5137, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=9042, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=240599
id=5145, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=77308, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Pune, price=138599
id=5158, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=45448, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=315199
id=5164, brand=Maruti, model=Alto, varient=K10 LXI, year=2010, drivenKilometers=65510, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=169399
id=5169, brand=Maruti, model=Alto, varient=K10 LXI, year=2014, drivenKilometers=37168, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Pune, price=202399
id=5179, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=7478, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=264099
id=5186, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=59578, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=198199
id=5188, brand=Maruti, model=Alto, varient=800 VXI, year=2018, drivenKilometers=4343, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=349699
id=5207, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=38079, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=315999
id=5218, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=87978, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=142099
id=5220, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=63454, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=142499
id=5227, brand=Maruti, model=Alto, varient=K10 LXI, year=2010, drivenKilometers=83421, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=117399
id=5228, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=70050, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=221499
id=5239, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=82414, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=202499
id=5272, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=5946, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=302399
id=5276, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=21933, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=327699
id=5277, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=15842, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=336599
id=5282, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=9833, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Pune, price=316299
id=5341, brand=Maruti, model=Alto, varient=800 LXI CNG OPT, year=2016, drivenKilometers=109625, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Pune, price=230599
id=6028, brand=Maruti, model=Alto, varient=LX BSIII, year=2007, drivenKilometers=67000, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Ahmedabad, price=125000
id=6054, brand=Maruti, model=Alto, varient=LXi, year=2008, drivenKilometers=48400, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Ahmedabad, price=145000
id=6056, brand=Maruti, model=Alto, varient=LX BSIII, year=2007, drivenKilometers=66000, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=125000
id=6057, brand=Maruti, model=Alto, varient=LXi, year=2010, drivenKilometers=70000, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Ahmedabad, price=109000
id=6071, brand=Maruti, model=Alto, varient=LXi BSIII, year=2007, drivenKilometers=70000, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Ahmedabad, price=125000
id=6072, brand=Maruti, model=Alto, varient=LXi, year=2006, drivenKilometers=94000, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Ahmedabad, price=150000
id=6151, brand=Maruti, model=Alto, varient=LXi BSIII, year=2009, drivenKilometers=8000, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=200000
id=6164, brand=Maruti, model=Alto, varient=LXi, year=2010, drivenKilometers=14000, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Ahmedabad, price=180000
id=6175, brand=Maruti, model=Alto, varient=LXi, year=2010, drivenKilometers=13500, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=200000
id=6186, brand=Maruti, model=Alto, varient=LXi, year=2011, drivenKilometers=38300, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=170000
id=6199, brand=Maruti, model=Alto, varient=LXi, year=2011, drivenKilometers=68000, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=165000
id=6210, brand=Maruti, model=Alto, varient=LX, year=2006, drivenKilometers=40000, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Ahmedabad, price=125000
id=6216, brand=Maruti, model=Alto, varient=LX BSIII, year=2008, drivenKilometers=48000, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Ahmedabad, price=120000
id=6242, brand=Maruti, model=Alto, varient=LXi, year=2012, drivenKilometers=100000, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Ahmedabad, price=130000
id=6281, brand=Maruti, model=Alto, varient=LXi, year=2011, drivenKilometers=60000, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Ahmedabad, price=122000
