ID,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
6264,Maruti,Wagon R,LXI Minor,2009,120000,Petrol,Third Owner,Hatchback,Ahmedabad,170000
6265,Volkswagen,Polo,Petrol Comfortline 1.2L,2010,58750,Petrol,Second Owner,Hatchback,Ahmedabad,174000
6266,Maruti,Wagon R,LXI BS IV,2011,60689,Petrol,First Owner,Hatchback,Ahmedabad,226000
6267,Hyundai,i20,Sportz Plus,2019,5000,Petrol,First Owner,Hatchback,Ahmedabad,700000
6268,Honda,Jazz,VX,2018,23000,Petrol,First Owner,Hatchback,Ahmedabad,645000
6269,Hyundai,i20,Sportz 1.2,2016,35000,Petrol,First Owner,Hatchback,Ahmedabad,625000
6270,Maruti,Swift,ZDi,2012,71000,Diesel,First Owner,Hatchback,Ahmedabad,391000
6271,Mini,Cooper,S Carbon Edition,2012,34891,Petrol,Second Owner,Hatchback,Ahmedabad,2175000
6272,Hyundai,i20 Active,1.4 SX,2015,72000,Diesel,First Owner,Hatchback,Ahmedabad,600000
6273,Renault,KWID,RXT,2016,58000,Petrol,Second Owner,Hatchback,Ahmedabad,300000
6274,Renault,KWID,AMT,2017,22000,Petrol,First Owner,Hatchback,Ahmedabad,435000
6275,Volkswagen,Polo,Petrol Highline 1.2L,2013,62000,Petrol,Second Owner,Hatchback,Ahmedabad,325000
6276,Hyundai,i20,Sportz 1.4 CRDi,2014,58000,Diesel,First Owner,Hatchback,Ahmedabad,450000
6277,Nissan,Micra,Diesel XV Premium,2012,78000,Diesel,Second Owner,Hatchback,Ahmedabad,400000
6278,Honda,Brio,S MT,2012,60000,Petrol,Second Owner,Hatchback,Ahmedabad,275000
6279,Maruti,Wagon R,LX BSIII,2007,110000,Petrol,Third Owner,Hatchback,Ahmedabad,150000
6280,Maruti,800,AC BSIII,2012,35000,Petrol,First Owner,Hatchback,Ahmedabad,95000
6281,Maruti,Alto,LXi,2011,60000,Petrol,First Owner,Hatchback,Ahmedabad,122000
6282,Hyundai,Santro Xing,GL Plus,2012,70000,Petrol,Second Owner,Hatchback,Ahmedabad,180000
6283,Maruti,Alto 800,VXI Optional,2017,25000,Petrol,First Owner,Hatchback,Ahmedabad,270000
6284,Maruti,Alto 800,LXI,2020,15000,Petrol,First Owner,Hatchback,Ahmedabad,341000
6285,Mahindra,Verito Vibe,1.5 dCi D4,2014,110000,Diesel,First Owner,Hatchback,Ahmedabad,270000
6286,Chevrolet,Beat,LT,2010,120000,Petrol,First Owner,Hatchback,Ahmedabad,90000
6287,Maruti,Swift,AMT VXI,2019,35000,Petrol,First Owner,Hatchback,Ahmedabad,630000
6288,Hyundai,i20,Magna,2013,73500,Petrol,Second Owner,Hatchback,Ahmedabad,250000
6289,Maruti,Wagon R,LXI,2015,35000,Petrol,First Owner,Hatchback,Ahmedabad,340000
6290,Maruti,Alto,STD,2007,145000,Petrol,First Owner,Hatchback,Ahmedabad,65000
6291,Maruti,Swift,VDI,2012,76000,Diesel,Third Owner,Hatchback,Ahmedabad,300000
6292,Tata,Indica,eLS,2013,155500,Diesel,First Owner,Hatchback,Ahmedabad,110000
6293,Chevrolet,Spark,1.0 LS,2011,152000,Petrol,First Owner,Hatchback,Ahmedabad,121000
6294,Hyundai,EON,Era,2012,80000,Petrol,Second Owner,Hatchback,Ahmedabad,210000
6295,Volkswagen,Polo,1.2 MPI Highline,2015,110000,Petrol,Second Owner,Hatchback,Ahmedabad,410000
6296,Tata,Indica,DLS,2005,90000,Diesel,Second Owner,Hatchback,Ahmedabad,55000
6297,Hyundai,i20,1.4 CRDi Sportz,2010,89550,Diesel,Second Owner,Hatchback,Ahmedabad,225000
6298,Tata,Nano,Lx BSIV,2013,70000,Petrol,Third Owner,Hatchback,Ahmedabad,60000
6299,Volkswagen,Polo,Diesel Comfortline 1.2L,2011,130000,Diesel,Third Owner,Hatchback,Ahmedabad,300000
6300,Hyundai,i20,Asta 1.4 CRDi,2013,100000,Diesel,Fourth & Above Owner,Hatchback,Ahmedabad,300000
6301,Hyundai,Verna,CRDi 1.6 AT SX Plus,2017,70000,Diesel,First Owner,Sedan,Ahmedabad,950000
6302,Hyundai,i20 Active,1.4 SX,2015,85000,Diesel,First Owner,Sedan,Ahmedabad,590000
6303,Kia,Seltos,GTX DCT,2019,25000,Petrol,First Owner,Sedan,Ahmedabad,1595000
6304,Honda,Brio,S MT,2013,50000,Petrol,First Owner,Sedan,Ahmedabad,355000
6305,Datsun,RediGO,1.0 T Option,2018,37000,Petrol,First Owner,Sedan,Ahmedabad,295000
6306,Volkswagen,Polo,1.5 TDI Trendline,2013,65000,Diesel,First Owner,Sedan,Ahmedabad,325000
6307,BMW,5 Series,530d M Sport,2018,13977,Diesel,First Owner,Sedan,Ahmedabad,5200000
6308,Volkswagen,Vento,Konekt Diesel Highline,2014,52000,Diesel,First Owner,Sedan,Ahmedabad,420000
6309,Volkswagen,Vento,Konekt Diesel Highline,2014,55000,Diesel,First Owner,Sedan,Ahmedabad,420000
6310,Hyundai,Verna,CRDi 1.6 AT SX Option,2018,35000,Diesel,First Owner,Sedan,Ahmedabad,1051000
6311,Volkswagen,Vento,Konekt Diesel Comfortline,2014,66000,Diesel,First Owner,Sedan,Ahmedabad,400000
6312,Hyundai,Verna,1.6 CRDI AT SX Option,2016,65000,Diesel,First Owner,Sedan,Ahmedabad,640000
6313,BMW,5 Series,530d M Sport,2018,22000,Diesel,First Owner,Sedan,Ahmedabad,5400000
6314,Audi,A3,35 TDI Premium,2016,87000,Diesel,First Owner,Sedan,Ahmedabad,1651000
6315,Renault,Scala,Diesel RxL,2013,60003,Diesel,First Owner,Sedan,Ahmedabad,325000
6316,Volkswagen,Ameo,1.2 MPI Comfortline,2017,48000,Petrol,First Owner,Sedan,Ahmedabad,435000
6317,Volkswagen,Ameo,1.2 MPI Comfortline,2017,48000,Petrol,First Owner,Sedan,Ahmedabad,435000
6318,Maruti,Swift Dzire,VDI,2014,48000,Diesel,First Owner,Sedan,Ahmedabad,450000
6319,Maruti,Swift Dzire,VDI,2014,48000,Diesel,First Owner,Sedan,Ahmedabad,450000
6320,Honda,City,i DTEC VX,2014,52000,Diesel,First Owner,Sedan,Ahmedabad,575000
6321,Honda,City,i DTEC VX,2014,52000,Diesel,First Owner,Sedan,Ahmedabad,575000
6322,Hyundai,Verna,1.6 CRDi SX,2017,54000,Diesel,First Owner,Sedan,Ahmedabad,725000
6323,Hyundai,Verna,1.6 CRDi SX,2017,54000,Diesel,First Owner,Sedan,Ahmedabad,725000
6324,Skoda,Octavia,Elegance 2.0 TDI AT,2015,63000,Diesel,Second Owner,Sedan,Ahmedabad,975000
6325,Honda,City,i-VTEC V,2018,26000,Petrol,First Owner,Sedan,Ahmedabad,900000
6326,BMW,3 Series,320d GT Sport Line,2017,78000,Diesel,First Owner,Sedan,Ahmedabad,2700000
6327,Audi,A6,35 TDI,2017,29240,Diesel,First Owner,Sedan,Ahmedabad,3250000
6328,Volkswagen,Vento,1.5 TDI Highline AT,2017,55000,Diesel,First Owner,Sedan,Ahmedabad,700000
6329,Toyota,Etios,1.4 GD,2018,49000,Diesel,First Owner,Sedan,Ahmedabad,651000
6330,Hyundai,Verna,1.6 CRDi AT SX,2015,83000,Diesel,First Owner,Sedan,Ahmedabad,550000
6331,Jaguar,XF,2.2 Litre Luxury,2016,47000,Diesel,First Owner,Sedan,Ahmedabad,2390000
6332,Honda,City,i-DTEC ZX,2017,48000,Diesel,First Owner,Sedan,Ahmedabad,925000
6333,Audi,A4,2.0 TDI 177 Bhp Technology Edition,2014,78000,Diesel,First Owner,Sedan,Ahmedabad,1600000
6334,Hyundai,Elantra,CRDi SX,2013,62000,Diesel,First Owner,Sedan,Ahmedabad,625000
6335,Honda,City,i DTec V,2016,58600,Diesel,First Owner,Sedan,Ahmedabad,675000
6336,Tata,Manza,Aqua Quadrajet BS IV,2010,56000,Diesel,Second Owner,Sedan,Ahmedabad,190000
6337,Maruti,Swift Dzire,VDI,2012,72000,Diesel,First Owner,Sedan,Ahmedabad,340000
6338,Hyundai,Verna,1.6 CRDi SX,2015,62000,Diesel,First Owner,Sedan,Ahmedabad,525000
6339,Maruti,Swift Dzire,VXI 1.2,2018,62354,Petrol,First Owner,Sedan,Ahmedabad,611000
6340,Honda,City,i DTec V,2014,50000,Diesel,First Owner,Sedan,Ahmedabad,575000
6341,Renault,Scala,Diesel RxL,2013,65000,Diesel,First Owner,Sedan,Ahmedabad,305000
6342,Maruti,Swift Dzire,VDI,2019,55000,Diesel,First Owner,Sedan,Ahmedabad,725000
6343,Audi,A4,New 2.0 TDI Multitronic,2009,149000,Diesel,Second Owner,Sedan,Ahmedabad,490000
6344,Maruti,Swift Dzire,VDI,2015,58000,Diesel,First Owner,Sedan,Ahmedabad,500000
6345,Honda,City,i-VTEC V,2019,39000,Petrol,Second Owner,Sedan,Ahmedabad,931000
6346,Honda,Amaze,E i-VTEC,2018,30000,Petrol,First Owner,Sedan,Ahmedabad,590000
6347,Maruti,Swift Dzire,LDI,2016,66000,Diesel,First Owner,Sedan,Ahmedabad,485000
6348,Maruti,Ciaz,1.3 Sigma,2017,73000,Diesel,First Owner,Sedan,Ahmedabad,650000
6349,Toyota,Etios,VD,2013,64000,Diesel,First Owner,Sedan,Ahmedabad,400000
6350,Maruti,Swift Dzire,LDI,2018,68000,Diesel,First Owner,Sedan,Ahmedabad,491000
6351,Honda,Amaze,SX i-DTEC,2015,48000,Diesel,First Owner,Sedan,Ahmedabad,415000
6352,Skoda,Laura,Ambition 2.0 TDI CR MT,2013,70001,Diesel,First Owner,Sedan,Ahmedabad,451000
6353,Hyundai,Verna,1.6 SX CRDI (O) AT,2013,42000,Diesel,First Owner,Sedan,Ahmedabad,575000
6354,Volkswagen,Vento,Diesel Comfortline,2012,55000,Diesel,First Owner,Sedan,Ahmedabad,330000
6355,Hyundai,Verna,VTVT 1.4 EX,2018,9000,Petrol,First Owner,Sedan,Ahmedabad,825000
6356,Honda,Amaze,E i-Dtech,2015,60000,Diesel,First Owner,Sedan,Ahmedabad,425000
6357,Honda,City,i VTEC SV,2015,56000,Petrol,First Owner,Sedan,Ahmedabad,635000
6358,Honda,City,i DTec SV,2014,51000,Diesel,First Owner,Sedan,Ahmedabad,551000
6359,Honda,Amaze,S Option i-VTEC,2018,36000,Petrol,First Owner,Sedan,Ahmedabad,650000
6360,Ford,Figo Aspire,Titanium Diesel BSIV,2017,51000,Diesel,First Owner,Sedan,Ahmedabad,550000
6361,Honda,City,1.5 V AT,2011,48000,Petrol,First Owner,Sedan,Ahmedabad,475000
6362,Audi,A4,35 TDI Technology,2020,36000,Diesel,First Owner,Sedan,Ahmedabad,3400000
6363,Hyundai,Verna,CRDi 1.6 EX,2018,35000,Diesel,First Owner,Sedan,Ahmedabad,900000
6364,Mercedes-Benz,New C-Class,Progressive C 220d,2019,34000,Diesel,First Owner,Sedan,Ahmedabad,3700000
6365,Chevrolet,Optra Magnum,2.0 LT,2011,80000,Diesel,First Owner,Sedan,Ahmedabad,250000
6366,Honda,City,VTEC,2006,50000,Petrol,First Owner,Sedan,Ahmedabad,210000
6367,Maruti,Swift Dzire,VDI,2013,61000,Diesel,Second Owner,Sedan,Ahmedabad,400000
6368,Hyundai,Sonata,2.4 GDi MT,2012,74000,Petrol,Second Owner,Sedan,Ahmedabad,650000
6369,Hyundai,Xcent,1.2 CRDi E Plus,2018,69000,Diesel,Second Owner,Sedan,Ahmedabad,455000
6370,Maruti,Ciaz,Delta AT,2017,30000,Petrol,First Owner,Sedan,Ahmedabad,775000
6371,Hyundai,Verna,1.6 SX CRDI (O) AT,2013,75001,Diesel,Second Owner,Sedan,Ahmedabad,450000
6372,Chevrolet,Cruze,LTZ AT,2017,54000,Diesel,Second Owner,Sedan,Ahmedabad,725000
6373,Honda,City,1.5 E MT,2010,55000,Petrol,Second Owner,Sedan,Ahmedabad,365000
6374,Honda,City,i DTEC V,2015,71000,Diesel,First Owner,Sedan,Ahmedabad,651000
6375,Honda,Amaze,S i-Dtech,2014,60000,Diesel,First Owner,Sedan,Ahmedabad,360000
6376,Maruti,Ciaz,Alpha Diesel,2017,70000,Diesel,First Owner,Sedan,Ahmedabad,725000
6377,Hyundai,Verna,CRDi 1.6 EX,2018,62000,Diesel,First Owner,Sedan,Ahmedabad,875000
6378,Mercedes-Benz,E-Class,E250 CDI Avantgarde,2011,69810,Diesel,First Owner,Sedan,Ahmedabad,1375000
6379,Hyundai,i20 Active,1.4 SX,2015,85000,Diesel,First Owner,SUV,Ahmedabad,590000
6380,Kia,Seltos,GTX DCT,2019,25000,Petrol,First Owner,SUV,Ahmedabad,1595000
6381,Kia,Seltos,GTX DCT,2019,25000,Petrol,First Owner,SUV,Ahmedabad,1595000
6382,Honda,Brio,S MT,2013,50000,Petrol,First Owner,SUV,Ahmedabad,355000
6383,Datsun,RediGO,1.0 T Option,2018,37000,Petrol,First Owner,SUV,Ahmedabad,295000
6384,Volkswagen,Polo,1.5 TDI Trendline,2013,65000,Diesel,First Owner,SUV,Ahmedabad,325000
6385,Hyundai,Santa Fe,4X2,2011,56000,Diesel,First Owner,SUV,Ahmedabad,700000
6386,MG,Hector,Sharp AT BSIV,2019,23000,Petrol,First Owner,SUV,Ahmedabad,1575000
6387,Mahindra,Ssangyong Rexton,RX7,2015,16129,Diesel,First Owner,SUV,Ahmedabad,1200000
6388,Ford,Ecosport,1.5 Petrol Titanium,2018,33254,Petrol,First Owner,SUV,Ahmedabad,775000
6389,Ford,Ecosport,1.5 Petrol Titanium,2018,33254,Petrol,First Owner,SUV,Ahmedabad,775000
6390,Volvo,XC40,D4 R-Design,2018,41000,Diesel,First Owner,SUV,Ahmedabad,3350000
6391,Land,Rover Range Rover Evoque,2.0 TD4 HSE,2019,21000,Diesel,First Owner,SUV,Ahmedabad,4750000
6392,Land,Rover Range Rover Evoque,2.0 TD4 HSE,2019,21000,Diesel,First Owner,SUV,Ahmedabad,4750000
6393,Kia,Seltos,GTK,2020,14000,Petrol,First Owner,SUV,Ahmedabad,1490000
6394,Kia,Seltos,GTK,2020,14000,Petrol,First Owner,SUV,Ahmedabad,1490000
6395,MG,Hector,Hybrid Smart MT BSIV,2019,12000,Petrol,First Owner,SUV,Ahmedabad,1490000
6396,MG,Hector,Hybrid Smart MT BSIV,2019,12000,Petrol,First Owner,SUV,Ahmedabad,1490000
6397,Mercedes-Benz,GLA Class,220 d 4MATIC,2018,35001,Diesel,First Owner,SUV,Ahmedabad,2750000
6398,Hyundai,Venue,SX Turbo BSIV,2019,24000,Petrol,First Owner,SUV,Ahmedabad,925000
6399,Hyundai,Venue,SX Turbo BSIV,2019,24000,Petrol,First Owner,SUV,Ahmedabad,925000
6400,MG,Hector,Sharp Diesel MT,2019,31000,Diesel,First Owner,SUV,Ahmedabad,1800000
6401,Maruti,Vitara Brezza,ZDi AMT,2019,45000,Diesel,First Owner,SUV,Ahmedabad,865000
6402,Maruti,Vitara Brezza,ZDi AMT,2019,45000,Diesel,First Owner,SUV,Ahmedabad,865000
6403,Ford,EcoSport,1.5 DV5 MT Titanium,2015,58000,Diesel,First Owner,SUV,Ahmedabad,580000
6404,Honda,BR-V,i-DTEC S MT,2017,54000,Diesel,First Owner,SUV,Ahmedabad,790000
6405,Honda,BR-V,i-DTEC S MT,2017,54000,Diesel,First Owner,SUV,Ahmedabad,790000
6406,Ford,Endeavour,2.2 Titanium AT 4X2,2020,24000,Diesel,First Owner,SUV,Ahmedabad,3275000
6407,Lexus,RX,450h Luxury,2017,51916,Petrol,First Owner,SUV,Ahmedabad,6500000
6408,Volvo,XC60,D4 SUMMUM,2014,114000,Diesel,First Owner,SUV,Ahmedabad,1650000
6409,Mercedes-Benz,GLC,220d 4MATIC,2020,7900,Diesel,First Owner,SUV,Ahmedabad,5800000
6410,Mercedes-Benz,GLC,220d 4MATIC Sport,2018,21000,Diesel,First Owner,SUV,Ahmedabad,4400000
6411,Volvo,XC60,D5 Inscription,2014,89000,Diesel,First Owner,SUV,Ahmedabad,1775000
6412,Honda,WR-V,i-VTEC VX,2019,40000,Petrol,First Owner,SUV,Ahmedabad,885000
6413,Ford,Ecosport,1.5 TDCi Titanium BSIV,2016,58000,Diesel,First Owner,SUV,Ahmedabad,590000
6414,Audi,Q3,35 TDI Quattro Premium,2015,90000,Diesel,First Owner,SUV,Ahmedabad,1625000
6415,Toyota,Fortuner,2.8 2WD MT,2020,27000,Diesel,First Owner,SUV,Ahmedabad,3350000
6416,Audi,Q7,3.0 TDI Quattro Premium Plus,2016,91000,Diesel,First Owner,SUV,Ahmedabad,3125000
6417,Toyota,Fortuner,2.8 2WD MT,2017,57000,Diesel,First Owner,SUV,Ahmedabad,2625000
6418,Maruti,Vitara Brezza,LDi,2017,53000,Diesel,First Owner,SUV,Ahmedabad,685000
6419,Hyundai,Tucson,2.0 e-VGT 4WD AT GLS,2018,45000,Diesel,First Owner,SUV,Ahmedabad,1800000
6420,Ford,Ecosport,1.5 TDCi Titanium BSIV,2016,56000,Diesel,First Owner,SUV,Ahmedabad,690000
6421,Land,Rover Range Rover Evoque,2.0 TD4 SE,2018,55000,Diesel,First Owner,SUV,Ahmedabad,4200000
6422,Hyundai,Creta,1.6 CRDi SX,2018,54000,Diesel,First Owner,SUV,Ahmedabad,1150000
6423,Mercedes-Benz,GLA Class,200 CDI,2016,27000,Diesel,First Owner,SUV,Ahmedabad,2300000
6424,Kia,Seltos,GTX Plus,2019,6000,Petrol,First Owner,SUV,Ahmedabad,1695000
6425,BMW,X5,xDrive 30d,2015,79000,Diesel,First Owner,SUV,Ahmedabad,3200000
6426,Hyundai,Creta,1.6 SX Automatic Diesel,2018,39100,Diesel,First Owner,SUV,Ahmedabad,1350000
6427,Mahindra,KUV 100,mFALCON D75 K4,2016,65000,Diesel,First Owner,SUV,Ahmedabad,280000
6428,Toyota,Fortuner,2.8 2WD AT BSIV,2019,34000,Diesel,Second Owner,SUV,Ahmedabad,3100000
6429,Ford,Endeavour,3.2 Titanium AT 4X4,2018,80000,Diesel,First Owner,SUV,Ahmedabad,2650000
6430,Hyundai,Santa Fe,2WD AT,2014,77500,Diesel,First Owner,SUV,Ahmedabad,1251000
6431,Skoda,Kodiaq,2.0 TDI Style,2018,50000,Diesel,First Owner,SUV,Ahmedabad,3050000
6432,Ford,Ecosport,1.5 TDCi Ambiente BSIV,2015,57000,Diesel,First Owner,SUV,Ahmedabad,575000
6433,Hyundai,Creta,1.6 CRDi AT SX Plus,2018,40000,Diesel,First Owner,SUV,Ahmedabad,1350000
6434,BMW,X3,xDrive20d M Sport,2017,33206,Diesel,First Owner,SUV,Ahmedabad,4000000
6435,Audi,Q5,2.0 TDI Premium Plus,2014,56000,Diesel,First Owner,SUV,Ahmedabad,2250000
6436,Mahindra,Bolero,DI BSIII,2018,74000,Diesel,First Owner,SUV,Ahmedabad,565000
6437,Land,Rover Range Rover Evoque,2.0 R-Dynamic SE diesel 2020-2021,2021,11000,Diesel,First Owner,SUV,Ahmedabad,6700000
6438,Mahindra,XUV300,W8 Diesel Sunroof,2019,58000,Diesel,First Owner,SUV,Ahmedabad,990000
6439,Maruti,Vitara Brezza,VDi,2017,28000,Diesel,First Owner,SUV,Ahmedabad,825000
6440,Ford,Ecosport,1.5 Diesel Titanium Plus,2019,43300,Diesel,First Owner,SUV,Ahmedabad,1050000
6441,Maruti,SX4 S Cross,Zeta DDiS 200 SH,2018,40000,Diesel,First Owner,SUV,Ahmedabad,890000
6442,Mahindra,Thar,CRDe,2016,40000,Diesel,Third Owner,SUV,Ahmedabad,675000
6443,Audi,Q5,2.0 TDI,2011,80000,Diesel,First Owner,SUV,Ahmedabad,1400000
6444,Hyundai,Creta,1.6 CRDi SX,2015,55000,Diesel,First Owner,SUV,Ahmedabad,850000
6445,Mahindra,TUV 300,T8,2018,66000,Diesel,First Owner,SUV,Ahmedabad,791000
6446,Ford,EcoSport,1.5 DV5 MT Trend,2013,62100,Diesel,First Owner,SUV,Ahmedabad,475000
6447,Mahindra,Thar,CRDe ABS,2017,47000,Diesel,First Owner,SUV,Ahmedabad,825000
6448,Mahindra,Scorpio,LX,2013,81000,Diesel,First Owner,SUV,Ahmedabad,490000
6449,Mahindra,Bolero,Camper,2017,84000,Diesel,Second Owner,SUV,Ahmedabad,525000
6450,Hyundai,Creta,1.6 CRDi SX,2016,40000,Diesel,First Owner,SUV,Ahmedabad,1050000
6451,Skoda,Kodiaq,2.0 TDI Style,2017,120000,Diesel,First Owner,SUV,Ahmedabad,2550000
6452,Ford,Ecosport,1.5 Diesel Titanium Plus BSIV,2018,97000,Diesel,First Owner,SUV,Ahmedabad,815000
6453,Honda,WR-V,VX Diesel,2020,26000,Diesel,First Owner,SUV,Ahmedabad,1050000
6454,Hyundai,Venue,SX Turbo,2019,20000,Petrol,First Owner,SUV,Ahmedabad,960000
6455,Hyundai,Creta,1.4 CRDi S Plus,2015,63000,Diesel,First Owner,SUV,Ahmedabad,810000
6456,Mahindra,Quanto,C6,2012,32001,Diesel,First Owner,SUV,Ahmedabad,325000
6457,Skoda,Kodiaq,2.0 TDI Style,2018,41000,Diesel,First Owner,SUV,Ahmedabad,3100000
6458,Mahindra,XUV500,W6 2WD,2015,65000,Diesel,First Owner,SUV,Ahmedabad,675000
6459,Mahindra,Bolero,DI NON AC BS III White,2018,64000,Diesel,First Owner,SUV,Ahmedabad,751000
6460,Renault,Duster,85PS Diesel RxE,2014,62000,Diesel,Second Owner,SUV,Ahmedabad,400000
6461,Porsche,Cayenne,Diesel,2017,15000,Diesel,First Owner,SUV,Ahmedabad,8000000
6462,Jeep,Compass,2.0 Limited Option 4X4 Black,2018,53000,Diesel,First Owner,SUV,Ahmedabad,1490000
6463,Mahindra,Quanto,C4,2012,58000,Diesel,First Owner,SUV,Ahmedabad,325000
6464,Volvo,XC 90,3.2 AWD,2008,51000,Petrol,First Owner,SUV,Ahmedabad,911000
6465,Mahindra,XUV500,R W10 FWD,2015,86000,Diesel,Second Owner,SUV,Ahmedabad,851000
6466,Renault,Duster,110PS Diesel RxL,2013,65000,Diesel,First Owner,SUV,Ahmedabad,470000
6467,Kia,Seltos,HTK Plus AT D,2019,34000,Diesel,First Owner,SUV,Ahmedabad,1450000
6468,Maruti,Vitara Brezza,VDi Option,2018,89000,Diesel,First Owner,SUV,Ahmedabad,780000
6469,Ford,Ecosport,1.5 Diesel Titanium Plus,2016,51000,Diesel,First Owner,SUV,Ahmedabad,775000
6470,Mahindra,KUV 100,mFALCON D75 K8,2016,52000,Diesel,First Owner,SUV,Ahmedabad,435000
6471,Jeep,Compass,2.0 Limited 4X4,2017,59000,Diesel,First Owner,SUV,Ahmedabad,1350000
6472,Mahindra,Bolero,DI BSIII,2014,59000,Diesel,Second Owner,SUV,Ahmedabad,400000
6473,Ford,Endeavour,3.2 Titanium AT 4X4,2017,73000,Diesel,Second Owner,SUV,Ahmedabad,2750000
6474,Maruti,SX4 S Cross,DDiS 320 Delta,2015,60428,Diesel,First Owner,SUV,Ahmedabad,650000
6475,Audi,Q3,35 TDI Quattro Premium,2014,71003,Diesel,First Owner,SUV,Ahmedabad,1650000
6476,Mahindra,Ssangyong Rexton,RX7,2013,100000,Diesel,Second Owner,SUV,Ahmedabad,800000
6477,Toyota,Fortuner,4x2 AT,2012,98000,Diesel,Second Owner,SUV,Ahmedabad,1350000
6478,Nissan,Terrano,XL 85 PS,2016,66000,Diesel,First Owner,SUV,Ahmedabad,615000
6479,Mahindra,XUV500,W8 2WD,2013,86000,Diesel,Second Owner,SUV,Ahmedabad,575000
6480,Mahindra,XUV500,W8 2WD,2015,105000,Diesel,First Owner,SUV,Ahmedabad,811000
6481,Renault,Duster,110PS Diesel RxZ,2013,66000,Diesel,Second Owner,SUV,Ahmedabad,465000
6482,Mahindra,Scorpio,2.6 GLX,2005,132000,Diesel,Second Owner,SUV,Ahmedabad,225000
6483,Audi,Q3,30 TFSI Premium FWD,2018,4700,Petrol,First Owner,SUV,Ahmedabad,2890000
6484,Honda,WR-V,i-VTEC VX,2019,40000,Petrol,First Owner,SUV,Ahmedabad,875000
6485,Hyundai,Venue,S Turbo DCT BSIV,2019,3600,Petrol,First Owner,SUV,Ahmedabad,975000
6486,BMW,X3,xDrive 20d Luxury Line,2019,31794,Diesel,First Owner,SUV,Ahmedabad,5500000
6487,Ford,Ecosport,1.5 TDCi Titanium Plus BSIV,2016,51000,Diesel,First Owner,SUV,Ahmedabad,660000
6488,Ford,Ecosport,1.5 Diesel Trend Plus BSIV,2017,58000,Diesel,First Owner,SUV,Ahmedabad,631000
6489,Mahindra,XUV500,W10 2WD,2017,65000,Diesel,First Owner,SUV,Ahmedabad,1090000
6490,Tata,Nexon,1.5 Revotorq XZ Plus,2018,73000,Diesel,First Owner,SUV,Ahmedabad,750000
6491,Ford,Ecosport,1.5 Diesel Titanium,2015,75000,Diesel,First Owner,SUV,Ahmedabad,585000
6492,Toyota,Fortuner,2.8 4WD AT,2017,74523,Diesel,First Owner,SUV,Ahmedabad,2749000
6493,Toyota,Fortuner,4x2 AT,2014,75000,Diesel,First Owner,SUV,Ahmedabad,1675000
6494,Ford,EcoSport,1.5 DV5 MT Titanium,2014,68000,Diesel,First Owner,SUV,Ahmedabad,525000
6495,Hyundai,Creta,1.4 E Plus,2019,18000,Diesel,First Owner,SUV,Ahmedabad,1075000
6496,Honda,WR-V,i-DTEC VX,2018,28000,Diesel,First Owner,SUV,Ahmedabad,850000
6497,Toyota,Fortuner,4x4 MT,2015,119000,Diesel,First Owner,SUV,Ahmedabad,1625000
6498,Hyundai,Verna,CRDi 1.6 AT SX Plus,2017,70000,Diesel,First Owner,Luxury,Ahmedabad,950000
6499,Hyundai,i20 Active,1.4 SX,2015,85000,Diesel,First Owner,Luxury,Ahmedabad,590000
6500,Kia,Seltos,GTX DCT,2019,25000,Petrol,First Owner,Luxury,Ahmedabad,1595000
6501,Honda,Brio,S MT,2013,50000,Petrol,First Owner,Luxury,Ahmedabad,355000
6502,Datsun,RediGO,1.0 T Option,2018,37000,Petrol,First Owner,Luxury,Ahmedabad,295000
6503,BMW,5 Series,530d M Sport,2018,13977,Diesel,First Owner,Luxury,Ahmedabad,5200000
6504,Volvo,XC40,D4 R-Design,2018,41000,Diesel,First Owner,Luxury,Ahmedabad,3350000
6505,Mercedes-Benz,GLA Class,220 d 4MATIC,2018,35001,Diesel,First Owner,Luxury,Ahmedabad,2750000
6506,BMW,3 Series,320d Luxury Line,2017,68000,Diesel,First Owner,Luxury,Ahmedabad,2700000
6507,BMW,3 Series,320d Luxury Line,2017,78000,Diesel,First Owner,Luxury,Ahmedabad,2700000
6508,BMW,5 Series,530d M Sport,2018,22000,Diesel,First Owner,Luxury,Ahmedabad,5400000
6509,Mercedes-Benz,GLA Class,220 d 4MATIC,2018,63204,Diesel,First Owner,Luxury,Ahmedabad,2650000
6510,Mercedes-Benz,GLA Class,220 d 4MATIC,2018,62001,Diesel,First Owner,Luxury,Ahmedabad,2650000
6511,BMW,3 Series,320d GT Sport Line,2017,78000,Diesel,First Owner,Luxury,Ahmedabad,2700000
6512,Volvo,XC 90,D5 Inscription BSIV,2017,100000,Diesel,First Owner,Luxury,Ahmedabad,4450000
6513,Volvo,XC60,D4 SUMMUM,2014,114000,Diesel,First Owner,Luxury,Ahmedabad,1650000
6514,Mercedes-Benz,GLC,220d 4MATIC,2020,7900,Diesel,First Owner,Luxury,Ahmedabad,5800000
6515,Mercedes-Benz,GLC,220d 4MATIC,2020,7900,Diesel,First Owner,Luxury,Ahmedabad,5800000
6516,Mercedes-Benz,GLC,220d 4MATIC Sport,2018,21000,Diesel,First Owner,Luxury,Ahmedabad,4400000
