id =1, brand=Maruti, model=Alto, Manufacture Year=2018, price=343799
id =3873, brand=Toyota, model=Etios, Manufacture Year=2013, price=373999
id =3875, brand=Hyundai, model=Grand, Manufacture Year=2015, price=417699
id =3877, brand=Hyundai, model=Grand, Manufacture Year=2015, price=434099
id =3887, brand=Hyundai, model=i20, Manufacture Year=2012, price=345499
id =3888, brand=Hyundai, model=Grand, Manufacture Year=2017, price=516399
id =3889, brand=Hyundai, model=i20, Manufacture Year=2012, price=362199
id =3890, brand=Hyundai, model=Grand, Manufacture Year=2016, price=426099
id =3893, brand=Maruti, model=Alto, Manufacture Year=2016, price=304499
id =3894, brand=Hyundai, model=Grand, Manufacture Year=2016, price=452699
id =3895, brand=Maruti, model=Swift, Manufacture Year=2017, price=501199
id =3896, brand=Hyundai, model=i20, Manufacture Year=2016, price=518499
id =3897, brand=Maruti, model=Alto, Manufacture Year=2018, price=342899
id =3900, brand=Hyundai, model=Grand, Manufacture Year=2016, price=457799
id =3901, brand=Nissan, model=Micra, Manufacture Year=2013, price=310999
id =3902, brand=Maruti, model=Wagon, Manufacture Year=2017, price=400999
id =3903, brand=Maruti, model=Alto, Manufacture Year=2016, price=312699
id =3904, brand=Hyundai, model=Grand, Manufacture Year=2014, price=361699
id =3907, brand=Hyundai, model=Grand, Manufacture Year=2016, price=462099
id =3908, brand=Hyundai, model=Grand, Manufacture Year=2014, price=369099
id =3912, brand=Maruti, model=Wagon, Manufacture Year=2012, price=332799
id =3913, brand=Maruti, model=Alto, Manufacture Year=2018, price=360699
id =3914, brand=Maruti, model=Wagon, Manufacture Year=2015, price=361999
id =3916, brand=Hyundai, model=Grand, Manufacture Year=2016, price=425599
id =3917, brand=Honda, model=Brio, Manufacture Year=2015, price=351299
id =3919, brand=Hyundai, model=Grand, Manufacture Year=2016, price=489999
id =3921, brand=Maruti, model=Alto, Manufacture Year=2015, price=305399
id =3922, brand=Honda, model=Jazz, Manufacture Year=2012, price=318199
id =3923, brand=Renault, model=Kwid, Manufacture Year=2018, price=402699
id =3924, brand=Hyundai, model=Elite, Manufacture Year=2014, price=498999
id =3927, brand=Maruti, model=Alto, Manufacture Year=2017, price=301999
id =3931, brand=Maruti, model=Wagon, Manufacture Year=2014, price=335199
id =3933, brand=Maruti, model=Celerio, Manufacture Year=2016, price=427999
id =3934, brand=Maruti, model=Swift, Manufacture Year=2015, price=480699
id =3935, brand=Maruti, model=Swift, Manufacture Year=2014, price=359099
id =3938, brand=Renault, model=Kwid, Manufacture Year=2019, price=335299
id =3941, brand=Volkswagen, model=Polo, Manufacture Year=2018, price=539199
id =3942, brand=Maruti, model=Baleno, Manufacture Year=2016, price=550799
id =3943, brand=Maruti, model=S, Manufacture Year=2020, price=477999
id =3947, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=436399
id =3948, brand=Maruti, model=Swift, Manufacture Year=2011, price=376899
id =3949, brand=Tata, model=Tiago, Manufacture Year=2017, price=408199
id =3950, brand=Maruti, model=Celerio, Manufacture Year=2018, price=481399
id =3951, brand=Maruti, model=Swift, Manufacture Year=2013, price=355499
id =3955, brand=Maruti, model=Celerio, Manufacture Year=2018, price=458799
id =3958, brand=Hyundai, model=Elite, Manufacture Year=2017, price=576699
id =3963, brand=Hyundai, model=i10, Manufacture Year=2014, price=321199
id =3964, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=472899
id =3965, brand=Honda, model=Jazz, Manufacture Year=2016, price=516699
id =3968, brand=Hyundai, model=Grand, Manufacture Year=2015, price=426099
id =3969, brand=Maruti, model=Celerio, Manufacture Year=2015, price=353899
id =3974, brand=Maruti, model=Celerio, Manufacture Year=2016, price=497099
id =3976, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=445399
id =3977, brand=Maruti, model=Swift, Manufacture Year=2011, price=364399
id =3978, brand=Hyundai, model=i20, Manufacture Year=2011, price=312399
id =3982, brand=Maruti, model=Wagon, Manufacture Year=2016, price=366199
id =3984, brand=Honda, model=Jazz, Manufacture Year=2017, price=476499
id =3987, brand=Maruti, model=Baleno, Manufacture Year=2016, price=472999
id =3988, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=401299
id =3989, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=495899
id =3990, brand=Tata, model=Tiago, Manufacture Year=2016, price=374699
id =3992, brand=Maruti, model=Swift, Manufacture Year=2012, price=309699
id =3993, brand=Maruti, model=Baleno, Manufacture Year=2017, price=508899
id =3995, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=423999
id =3997, brand=Maruti, model=Wagon, Manufacture Year=2015, price=342999
id =3998, brand=Maruti, model=Swift, Manufacture Year=2011, price=357999
id =4000, brand=Maruti, model=Wagon, Manufacture Year=2015, price=346299
id =4001, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=452699
id =4002, brand=Hyundai, model=i20, Manufacture Year=2012, price=342299
id =4006, brand=Maruti, model=Swift, Manufacture Year=2014, price=523199
id =4010, brand=Maruti, model=Wagon, Manufacture Year=2015, price=304399
id =4011, brand=Maruti, model=Swift, Manufacture Year=2015, price=459999
id =4013, brand=Honda, model=Brio, Manufacture Year=2014, price=463799
id =4017, brand=Maruti, model=Swift, Manufacture Year=2011, price=352999
id =4021, brand=Maruti, model=Swift, Manufacture Year=2015, price=541999
id =4023, brand=Maruti, model=Baleno, Manufacture Year=2016, price=586999
id =4024, brand=Hyundai, model=Grand, Manufacture Year=2015, price=420499
id =4025, brand=Volkswagen, model=Polo, Manufacture Year=2012, price=302899
id =4026, brand=Maruti, model=Celerio, Manufacture Year=2015, price=346199
id =4029, brand=Maruti, model=Swift, Manufacture Year=2014, price=468099
id =4030, brand=Maruti, model=Swift, Manufacture Year=2012, price=342699
id =4031, brand=Maruti, model=Celerio, Manufacture Year=2014, price=345999
id =4032, brand=Maruti, model=Swift, Manufacture Year=2014, price=470899
id =4035, brand=Maruti, model=Baleno, Manufacture Year=2016, price=507399
id =4038, brand=Maruti, model=Alto, Manufacture Year=2017, price=322399
id =4040, brand=Maruti, model=Celerio, Manufacture Year=2014, price=341999
id =4041, brand=Maruti, model=Wagon, Manufacture Year=2018, price=458199
id =4042, brand=Maruti, model=Baleno, Manufacture Year=2017, price=579799
id =4043, brand=Hyundai, model=i10, Manufacture Year=2013, price=331299
id =4044, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=489999
id =4045, brand=Maruti, model=Alto, Manufacture Year=2015, price=313999
id =4046, brand=Maruti, model=Alto, Manufacture Year=2017, price=340499
id =4047, brand=Hyundai, model=Grand, Manufacture Year=2017, price=537499
id =4049, brand=Maruti, model=Wagon, Manufacture Year=2015, price=392699
id =4050, brand=Maruti, model=Baleno, Manufacture Year=2018, price=591699
id =4051, brand=Hyundai, model=Grand, Manufacture Year=2016, price=434899
id =4056, brand=Renault, model=Kwid, Manufacture Year=2018, price=400899
id =4058, brand=Maruti, model=Baleno, Manufacture Year=2016, price=589899
id =4059, brand=Honda, model=Jazz, Manufacture Year=2016, price=494099
id =4061, brand=Maruti, model=Celerio, Manufacture Year=2017, price=462499
id =4065, brand=Maruti, model=Alto, Manufacture Year=2017, price=335699
id =4066, brand=Maruti, model=Swift, Manufacture Year=2014, price=365799
id =4067, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=512299
id =4073, brand=Hyundai, model=Elite, Manufacture Year=2015, price=488499
id =4075, brand=Hyundai, model=Grand, Manufacture Year=2016, price=411699
id =4077, brand=Maruti, model=Celerio, Manufacture Year=2014, price=390399
id =4078, brand=Honda, model=Jazz, Manufacture Year=2015, price=540499
id =4082, brand=Renault, model=Kwid, Manufacture Year=2020, price=381399
id =4084, brand=Maruti, model=Swift, Manufacture Year=2015, price=393899
id =4085, brand=Hyundai, model=i20, Manufacture Year=2014, price=424799
id =4086, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=555699
id =4087, brand=Hyundai, model=Elite, Manufacture Year=2014, price=481999
id =4089, brand=Maruti, model=Alto, Manufacture Year=2018, price=359299
id =4092, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=528099
id =4094, brand=Maruti, model=Celerio, Manufacture Year=2019, price=510399
id =4096, brand=Maruti, model=IGNIS, Manufacture Year=2017, price=516499
id =4097, brand=Hyundai, model=Elite, Manufacture Year=2015, price=411899
id =4098, brand=Honda, model=Brio, Manufacture Year=2015, price=314799
id =4099, brand=Hyundai, model=Elite, Manufacture Year=2016, price=510399
id =4100, brand=Maruti, model=Wagon, Manufacture Year=2014, price=311199
id =4104, brand=Maruti, model=Baleno, Manufacture Year=2016, price=522799
id =4106, brand=Hyundai, model=Grand, Manufacture Year=2016, price=525899
id =4112, brand=Maruti, model=Swift, Manufacture Year=2012, price=393599
id =4117, brand=Maruti, model=Swift, Manufacture Year=2012, price=359199
id =4118, brand=Maruti, model=Ritz, Manufacture Year=2012, price=310299
id =4120, brand=Maruti, model=Wagon, Manufacture Year=2014, price=323499
id =4122, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=382499
id =4124, brand=Maruti, model=Swift, Manufacture Year=2014, price=442599
id =4125, brand=Maruti, model=Celerio, Manufacture Year=2015, price=392599
id =4130, brand=Maruti, model=Swift, Manufacture Year=2013, price=382199
id =4131, brand=Honda, model=Jazz, Manufacture Year=2015, price=395799
id =4136, brand=Maruti, model=Celerio, Manufacture Year=2015, price=360399
id =4140, brand=Hyundai, model=i20, Manufacture Year=2016, price=507299
id =4141, brand=Maruti, model=Celerio, Manufacture Year=2017, price=371399
id =4142, brand=Maruti, model=Swift, Manufacture Year=2014, price=361799
id =4143, brand=Toyota, model=Etios, Manufacture Year=2016, price=426099
id =4144, brand=Datsun, model=Go, Manufacture Year=2017, price=329199
id =4147, brand=Hyundai, model=Grand, Manufacture Year=2014, price=356699
id =4149, brand=Maruti, model=Wagon, Manufacture Year=2016, price=347799
id =4150, brand=Maruti, model=Swift, Manufacture Year=2015, price=471699
id =4151, brand=Maruti, model=Swift, Manufacture Year=2014, price=480999
id =4152, brand=Volkswagen, model=Vento, Manufacture Year=2015, price=524199
id =4153, brand=Toyota, model=Etios, Manufacture Year=2013, price=385099
id =4154, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=441799
id =4155, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=393299
id =4156, brand=Maruti, model=Swift, Manufacture Year=2012, price=423999
id =4157, brand=Honda, model=City, Manufacture Year=2015, price=528099
id =4158, brand=Honda, model=Amaze, Manufacture Year=2013, price=385199
id =4160, brand=Maruti, model=Swift, Manufacture Year=2013, price=392599
id =4161, brand=Honda, model=City, Manufacture Year=2012, price=368699
id =4162, brand=Maruti, model=Swift, Manufacture Year=2012, price=453399
id =4163, brand=Maruti, model=Swift, Manufacture Year=2016, price=560663
id =4165, brand=Maruti, model=Swift, Manufacture Year=2015, price=477299
id =4167, brand=Maruti, model=Swift, Manufacture Year=2013, price=384699
id =4169, brand=Honda, model=Amaze, Manufacture Year=2013, price=377499
id =4170, brand=Ford, model=Figo, Manufacture Year=2015, price=466099
id =4171, brand=Maruti, model=Swift, Manufacture Year=2015, price=483599
id =4172, brand=Maruti, model=Swift, Manufacture Year=2012, price=424799
id =4173, brand=Ford, model=Figo, Manufacture Year=2018, price=586499
id =4175, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=348199
id =4176, brand=Honda, model=Amaze, Manufacture Year=2014, price=385799
id =4177, brand=Maruti, model=Swift, Manufacture Year=2013, price=433799
id =4178, brand=Maruti, model=Swift, Manufacture Year=2014, price=450999
id =4180, brand=Honda, model=Amaze, Manufacture Year=2013, price=335799
id =4184, brand=Volkswagen, model=Vento, Manufacture Year=2015, price=440299
id =4185, brand=Nissan, model=Sunny, Manufacture Year=2011, price=325699
id =4187, brand=Maruti, model=Swift, Manufacture Year=2012, price=433799
id =4189, brand=Honda, model=Amaze, Manufacture Year=2013, price=363699
id =4190, brand=Maruti, model=Swift, Manufacture Year=2010, price=371099
id =4192, brand=Maruti, model=Swift, Manufacture Year=2012, price=428799
id =4195, brand=Hyundai, model=Verna, Manufacture Year=2012, price=401699
id =4198, brand=Volkswagen, model=Vento, Manufacture Year=2015, price=483799
id =4199, brand=Ford, model=Figo, Manufacture Year=2018, price=540599
id =4200, brand=Maruti, model=Swift, Manufacture Year=2014, price=505999
id =4202, brand=Honda, model=City, Manufacture Year=2013, price=361199
id =4203, brand=Honda, model=City, Manufacture Year=2010, price=300099
id =4204, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=439999
id =4209, brand=Maruti, model=Swift, Manufacture Year=2014, price=382399
id =4210, brand=Maruti, model=Swift, Manufacture Year=2012, price=377799
id =4211, brand=Maruti, model=Swift, Manufacture Year=2014, price=390599
id =4212, brand=Maruti, model=Swift, Manufacture Year=2012, price=434399
id =4213, brand=Hyundai, model=Verna, Manufacture Year=2014, price=507799
id =4214, brand=Maruti, model=Swift, Manufacture Year=2013, price=458599
id =4215, brand=Hyundai, model=Xcent, Manufacture Year=2015, price=386199
id =4216, brand=Nissan, model=Sunny, Manufacture Year=2014, price=314699
id =4217, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=365799
id =4218, brand=Honda, model=City, Manufacture Year=2015, price=513999
id =4220, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=432499
id =4223, brand=Maruti, model=Swift, Manufacture Year=2014, price=517199
id =4224, brand=Maruti, model=Swift, Manufacture Year=2012, price=415599
id =4228, brand=Honda, model=City, Manufacture Year=2014, price=578999
id =4229, brand=Maruti, model=Swift, Manufacture Year=2013, price=378899
id =4230, brand=Honda, model=Amaze, Manufacture Year=2014, price=401499
id =4231, brand=Maruti, model=Swift, Manufacture Year=2013, price=406199
id =4232, brand=Maruti, model=Swift, Manufacture Year=2012, price=429299
id =4233, brand=Tata, model=TIGOR, Manufacture Year=2018, price=579099
id =4234, brand=Maruti, model=Swift, Manufacture Year=2012, price=419599
id =4235, brand=Volkswagen, model=Ameo, Manufacture Year=2016, price=484299
id =4236, brand=Volkswagen, model=Vento, Manufacture Year=2014, price=430299
id =4237, brand=Tata, model=Zest, Manufacture Year=2014, price=405000
id =4239, brand=Hyundai, model=Verna, Manufacture Year=2014, price=550000
id =4241, brand=Volkswagen, model=Ameo, Manufacture Year=2017, price=454199
id =4242, brand=Skoda, model=Rapid, Manufacture Year=2015, price=536799
id =4243, brand=Hyundai, model=Verna, Manufacture Year=2013, price=354499
id =4244, brand=Tata, model=TIGOR, Manufacture Year=2017, price=475000
id =4246, brand=Hyundai, model=Verna, Manufacture Year=2012, price=425000
id =4247, brand=Honda, model=Amaze, Manufacture Year=2014, price=366399
id =4248, brand=Honda, model=City, Manufacture Year=2014, price=470000
id =4250, brand=Skoda, model=Rapid, Manufacture Year=2013, price=305000
id =4251, brand=Hyundai, model=Verna, Manufacture Year=2014, price=490000
id =4254, brand=Maruti, model=Swift, Manufacture Year=2012, price=421399
id =4255, brand=Maruti, model=Swift, Manufacture Year=2015, price=555000
id =4256, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=420000
id =4257, brand=Volkswagen, model=Vento, Manufacture Year=2014, price=344599
id =4260, brand=Maruti, model=Swift, Manufacture Year=2013, price=475000
id =4262, brand=Maruti, model=Swift, Manufacture Year=2013, price=466799
id =4265, brand=Honda, model=Amaze, Manufacture Year=2015, price=423899
id =4272, brand=Maruti, model=Ciaz, Manufacture Year=2014, price=525000
id =4273, brand=Honda, model=City, Manufacture Year=2010, price=302399
id =4275, brand=Honda, model=City, Manufacture Year=2010, price=310000
id =4279, brand=Hyundai, model=Verna, Manufacture Year=2013, price=540000
id =4281, brand=Maruti, model=Swift, Manufacture Year=2013, price=400000
id =4282, brand=Maruti, model=Swift, Manufacture Year=2013, price=400000
id =4284, brand=Maruti, model=Ciaz, Manufacture Year=2014, price=500000
id =4289, brand=Maruti, model=Ciaz, Manufacture Year=2016, price=600000
id =4290, brand=Chevrolet, model=Sail, Manufacture Year=2017, price=325000
id =4291, brand=Hyundai, model=Xcent, Manufacture Year=2015, price=398699
id =4292, brand=Honda, model=City, Manufacture Year=2012, price=373999
id =4294, brand=Tata, model=Zest, Manufacture Year=2014, price=393499
id =4295, brand=Honda, model=Amaze, Manufacture Year=2013, price=334399
id =4296, brand=Volkswagen, model=Vento, Manufacture Year=2012, price=325000
id =4297, brand=Hyundai, model=Verna, Manufacture Year=2013, price=428499
id =4298, brand=Maruti, model=Swift, Manufacture Year=2014, price=378399
id =4299, brand=Toyota, model=Etios, Manufacture Year=2012, price=370799
id =4301, brand=Skoda, model=Rapid, Manufacture Year=2014, price=427399
id =4302, brand=Maruti, model=Swift, Manufacture Year=2013, price=388699
id =4303, brand=Honda, model=City, Manufacture Year=2012, price=384899
id =4307, brand=Maruti, model=Ciaz, Manufacture Year=2017, price=586499
id =4308, brand=Maruti, model=Swift, Manufacture Year=2012, price=406199
id =4309, brand=Maruti, model=Swift, Manufacture Year=2015, price=480000
id =4311, brand=Maruti, model=Swift, Manufacture Year=2012, price=393999
id =4313, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=415499
id =4316, brand=Nissan, model=Sunny, Manufacture Year=2012, price=325000
id =4317, brand=Hyundai, model=Verna, Manufacture Year=2011, price=357099
id =4318, brand=Volkswagen, model=Vento, Manufacture Year=2012, price=338099
id =4319, brand=Maruti, model=Swift, Manufacture Year=2012, price=375000
id =4320, brand=Honda, model=Civic, Manufacture Year=2010, price=320000
id =4321, brand=Maruti, model=Swift, Manufacture Year=2015, price=436899
id =4322, brand=Hyundai, model=Verna, Manufacture Year=2013, price=525000
id =4323, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=436699
id =4324, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=454099
id =4325, brand=Volkswagen, model=Jetta, Manufacture Year=2010, price=321599
id =4326, brand=Honda, model=City, Manufacture Year=2010, price=334699
id =4327, brand=Toyota, model=Etios, Manufacture Year=2011, price=302399
id =4329, brand=Honda, model=City, Manufacture Year=2012, price=360199
id =4330, brand=Honda, model=Amaze, Manufacture Year=2014, price=418599
id =4332, brand=Hyundai, model=Verna, Manufacture Year=2015, price=516099
id =4333, brand=Honda, model=City, Manufacture Year=2012, price=496599
id =4334, brand=Honda, model=City, Manufacture Year=2015, price=593799
id =4335, brand=Maruti, model=Swift, Manufacture Year=2011, price=329599
id =4336, brand=Honda, model=Amaze, Manufacture Year=2015, price=420399
id =4337, brand=Honda, model=Amaze, Manufacture Year=2014, price=399499
id =4338, brand=Honda, model=City, Manufacture Year=2012, price=360999
id =4339, brand=Honda, model=Amaze, Manufacture Year=2014, price=375899
id =4340, brand=Honda, model=City, Manufacture Year=2014, price=488899
id =4342, brand=Maruti, model=Swift, Manufacture Year=2012, price=391199
id =4344, brand=Ford, model=Figo, Manufacture Year=2018, price=596599
id =4345, brand=Honda, model=City, Manufacture Year=2010, price=367399
id =4346, brand=Maruti, model=Ciaz, Manufacture Year=2016, price=545599
id =4347, brand=Maruti, model=Swift, Manufacture Year=2013, price=441399
id =4349, brand=Honda, model=City, Manufacture Year=2010, price=318199
id =4357, brand=Volkswagen, model=Vento, Manufacture Year=2015, price=459499
id =4360, brand=Honda, model=City, Manufacture Year=2014, price=542399
id =4361, brand=Honda, model=Amaze, Manufacture Year=2013, price=332899
id =4363, brand=Honda, model=Amaze, Manufacture Year=2015, price=427999
id =4365, brand=Maruti, model=Swift, Manufacture Year=2013, price=494199
id =4367, brand=Maruti, model=Swift, Manufacture Year=2012, price=501899
id =4368, brand=Honda, model=Amaze, Manufacture Year=2014, price=342199
id =4369, brand=Volkswagen, model=Jetta, Manufacture Year=2011, price=414299
id =4370, brand=Ford, model=Fiesta, Manufacture Year=2012, price=306799
id =4371, brand=Maruti, model=Swift, Manufacture Year=2012, price=422099
id =4372, brand=Honda, model=City, Manufacture Year=2014, price=505099
id =4373, brand=Maruti, model=Ciaz, Manufacture Year=2016, price=531299
id =4374, brand=Skoda, model=Rapid, Manufacture Year=2015, price=442299
id =4377, brand=Skoda, model=Rapid, Manufacture Year=2016, price=574199
id =4379, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=369299
id =4380, brand=Maruti, model=Ciaz, Manufacture Year=2016, price=587399
id =4382, brand=Maruti, model=Swift, Manufacture Year=2014, price=451799
id =4384, brand=Maruti, model=Swift, Manufacture Year=2012, price=345699
id =4387, brand=Maruti, model=Swift, Manufacture Year=2015, price=521099
id =4388, brand=Hyundai, model=Verna, Manufacture Year=2013, price=484999
id =4389, brand=Volkswagen, model=Ameo, Manufacture Year=2016, price=372099
id =4391, brand=Honda, model=Amaze, Manufacture Year=2013, price=382599
id =4392, brand=Honda, model=City, Manufacture Year=2014, price=537799
id =4393, brand=Tata, model=Zest, Manufacture Year=2015, price=327499
id =4394, brand=Hyundai, model=Xcent, Manufacture Year=2014, price=336599
id =4396, brand=Maruti, model=Swift, Manufacture Year=2015, price=486599
id =4397, brand=Maruti, model=Swift, Manufacture Year=2013, price=395199
id =4398, brand=Volkswagen, model=Ameo, Manufacture Year=2016, price=495499
id =4399, brand=Maruti, model=Swift, Manufacture Year=2016, price=518099
id =4402, brand=Maruti, model=Swift, Manufacture Year=2015, price=425599
id =4403, brand=Hyundai, model=Verna, Manufacture Year=2012, price=409599
id =4407, brand=Honda, model=Amaze, Manufacture Year=2014, price=367599
id =4408, brand=Volkswagen, model=Vento, Manufacture Year=2013, price=404899
id =4409, brand=Hyundai, model=Verna, Manufacture Year=2012, price=398599
id =4410, brand=Honda, model=Accord, Manufacture Year=2010, price=353299
id =4411, brand=Hyundai, model=Verna, Manufacture Year=2012, price=378899
id =4412, brand=Honda, model=City, Manufacture Year=2014, price=506699
id =4413, brand=Volkswagen, model=Vento, Manufacture Year=2014, price=379399
id =4414, brand=Honda, model=City, Manufacture Year=2015, price=505699
id =4415, brand=Tata, model=Zest, Manufacture Year=2015, price=384999
id =4416, brand=Maruti, model=Swift, Manufacture Year=2015, price=531799
id =4417, brand=Hyundai, model=Verna, Manufacture Year=2013, price=401299
id =4418, brand=Maruti, model=Swift, Manufacture Year=2014, price=493899
id =4419, brand=Volkswagen, model=Vento, Manufacture Year=2011, price=338699
id =4425, brand=Maruti, model=Swift, Manufacture Year=2015, price=435199
id =4426, brand=Maruti, model=Swift, Manufacture Year=2012, price=363999
id =4427, brand=Maruti, model=Swift, Manufacture Year=2013, price=452899
id =4428, brand=Skoda, model=Rapid, Manufacture Year=2014, price=384799
id =4430, brand=Maruti, model=Swift, Manufacture Year=2015, price=500199
id =4434, brand=Maruti, model=Ciaz, Manufacture Year=2014, price=527699
id =4435, brand=Toyota, model=Etios, Manufacture Year=2013, price=380799
id =4436, brand=Maruti, model=Dzire, Manufacture Year=2017, price=599199
id =4437, brand=Toyota, model=Innova, Manufacture Year=2010, price=563199
id =4442, brand=Toyota, model=Innova, Manufacture Year=2009, price=434299
id =4448, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=565999
id =4462, brand=Maruti, model=Eeco, Manufacture Year=2014, price=330399
id =4463, brand=Toyota, model=Innova, Manufacture Year=2008, price=391699
id =4467, brand=Renault, model=Duster, Manufacture Year=2015, price=549199
id =4472, brand=Renault, model=Duster, Manufacture Year=2014, price=497999
id =4475, brand=Toyota, model=Innova, Manufacture Year=2010, price=532499
id =4476, brand=Toyota, model=Innova, Manufacture Year=2010, price=494799
id =4480, brand=Maruti, model=S, Manufacture Year=2015, price=595399
id =4481, brand=Toyota, model=Innova, Manufacture Year=2010, price=554599
id =4484, brand=Toyota, model=Innova, Manufacture Year=2010, price=525299
id =4488, brand=Ford, model=Ecosport, Manufacture Year=2014, price=433699
id =4489, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=504999
id =4490, brand=Toyota, model=Innova, Manufacture Year=2009, price=469699
id =4491, brand=Toyota, model=Innova, Manufacture Year=2008, price=368399
id =4496, brand=Toyota, model=Innova, Manufacture Year=2010, price=492299
id =4497, brand=Toyota, model=Innova, Manufacture Year=2010, price=568699
id =4498, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=482799
id =4499, brand=Maruti, model=Ertiga, Manufacture Year=2014, price=496799
id =4500, brand=Toyota, model=Innova, Manufacture Year=2010, price=513599
id =4501, brand=Honda, model=BR-V, Manufacture Year=2016, price=555000
id =4502, brand=Mahindra, model=Kuv100, Manufacture Year=2016, price=369000
id =4503, brand=Honda, model=Mobilio, Manufacture Year=2015, price=565000
id =4507, brand=Mahindra, model=Scorpio, Manufacture Year=2011, price=500000
id =4510, brand=Mahindra, model=KUV, Manufacture Year=2017, price=545000
id =4511, brand=Honda, model=Mobilio, Manufacture Year=2015, price=540000
id =4520, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=502899
id =4524, brand=Maruti, model=S, Manufacture Year=2015, price=566399
id =4526, brand=Toyota, model=Innova, Manufacture Year=2010, price=509999
id =4527, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=589000
id =4533, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=510000
id =4534, brand=Maruti, model=Ertiga, Manufacture Year=2014, price=600000
id =4536, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=552599
id =4537, brand=Mahindra, model=Scorpio, Manufacture Year=2013, price=460000
id =4541, brand=Toyota, model=Innova, Manufacture Year=2008, price=470000
id =4543, brand=Ford, model=Ecosport, Manufacture Year=2014, price=517600
id =4551, brand=Toyota, model=Innova, Manufacture Year=2010, price=511000
id =4554, brand=Honda, model=Mobilio, Manufacture Year=2015, price=453699
id =4555, brand=Toyota, model=Innova, Manufacture Year=2009, price=470299
id =4557, brand=Mahindra, model=Scorpio, Manufacture Year=2010, price=370000
id =4564, brand=Toyota, model=Innova, Manufacture Year=2008, price=475000
id =4566, brand=Toyota, model=Innova, Manufacture Year=2010, price=540000
id =4572, brand=Toyota, model=Innova, Manufacture Year=2010, price=514000
id =4573, brand=Renault, model=Duster, Manufacture Year=2013, price=525000
id =4574, brand=Toyota, model=Innova, Manufacture Year=2010, price=525000
id =4577, brand=Renault, model=Duster, Manufacture Year=2014, price=475000
id =4579, brand=Mahindra, model=Scorpio, Manufacture Year=2012, price=490000
id =4585, brand=Ford, model=Ecosport, Manufacture Year=2014, price=472399
id =4593, brand=Maruti, model=Ertiga, Manufacture Year=2015, price=558999
id =4598, brand=Toyota, model=Innova, Manufacture Year=2011, price=593799
id =4602, brand=Ford, model=Ecosport, Manufacture Year=2014, price=489899
id =4604, brand=Mahindra, model=Bolero, Manufacture Year=2015, price=560000
id =4607, brand=Toyota, model=Innova, Manufacture Year=2009, price=450000
id =4608, brand=Nissan, model=Terrano, Manufacture Year=2013, price=412999
id =4634, brand=Ford, model=Ecosport, Manufacture Year=2015, price=568699
id =4635, brand=Toyota, model=Innova, Manufacture Year=2010, price=444699
id =4638, brand=Renault, model=Duster, Manufacture Year=2013, price=433199
id =4651, brand=Ford, model=Ecosport, Manufacture Year=2014, price=442599
id =4652, brand=Mahindra, model=Kuv100, Manufacture Year=2016, price=421599
id =4664, brand=Ford, model=Ecosport, Manufacture Year=2014, price=551299
id =4666, brand=Mahindra, model=Scorpio, Manufacture Year=2010, price=305199
id =4667, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=474999
id =4668, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=594899
id =4669, brand=Renault, model=Duster, Manufacture Year=2013, price=378499
id =4670, brand=Toyota, model=Innova, Manufacture Year=2010, price=491499
id =4671, brand=Ford, model=Ecosport, Manufacture Year=2014, price=532699
id =4672, brand=Mahindra, model=Kuv100, Manufacture Year=2016, price=333899
id =4675, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=525399
id =4676, brand=Renault, model=TRIBER, Manufacture Year=2019, price=551499
id =4677, brand=Ford, model=Ecosport, Manufacture Year=2016, price=500099
